device,cpu_usage,network_activity,memory_usage,anomalous_behavior
HomePod,21.35,763.42,5605.22,0
HomePod,45.5,90.3,3264.46,0
Alexa,15.91,609.99,1516.92,0
HomePod,31.33,666.89,3300.29,0
Alexa,18.9,246.92,6232.92,0
Alexa,53.32,576.85,7223.39,0
Alexa,40.95,924.56,2569.06,1
Alexa,67.46,971.94,108.69,0
Alexa,75.03,134.81,890.88,0
HomePod,15.97,912.69,6799.14,0
Alexa,30.93,62.15,1282.43,0
HomePod,84.55,780.79,1902.76,0
Alexa,80.96,753.42,1824.21,0
Alexa,21.84,993.78,4122.2,1
Alexa,62.45,786.61,3726.44,0
HomePod,53.84,673.46,2099.26,1
HomePod,81.13,967.95,5347.58,0
Alexa,48.32,336.37,6267.24,1
Alexa,29.4,6.79,2287.93,1
Alexa,13.82,638.5,5948.46,1
HomePod,88.57,803.47,2042.8,0
Alexa,41.22,989.2,519.35,0
Alexa,21.99,14.6,3523.88,0
Alexa,41.62,899.86,3529.02,1
HomePod,35.27,532.22,2755.64,0
HomePod,43.9,24.06,6739.02,0
Alexa,67.45,768.7,7655.96,1
HomePod,73.05,608.5,7679.29,1
Alexa,27.16,963.63,2356.34,0
HomePod,37.48,362.93,2503.7,0
HomePod,46.78,581.81,5815.92,0
Alexa,23.91,385.57,4211.83,1
Alexa,35.52,162.43,2345.22,1
Alexa,40.11,522.67,997.47,0
HomePod,38.83,569.96,6212.76,1
Alexa,23.73,551.54,7487.63,0
Alexa,65.73,751.86,550.81,0
Alexa,36.26,79.44,3299.78,0
Alexa,58.26,434.56,1558.91,1
HomePod,44.27,260.16,2501.62,1
Alexa,65.44,602.01,5655.74,0
HomePod,50.08,656.44,7528.85,0
HomePod,11.14,363.88,1221.77,1
HomePod,35.79,689.94,1690.67,0
Alexa,13.09,43.38,4134.62,0
HomePod,48.85,217.4,6832.95,1
HomePod,10.29,403.07,6957.22,0
Alexa,65.08,316.56,4786.61,1
Alexa,40.31,581.22,4048.92,0
HomePod,67.45,659.77,1646.4,1
HomePod,75.25,392.64,6978.16,0
Alexa,36.34,779.71,5102.77,1
HomePod,23.63,734.66,4175.46,0
HomePod,58.66,99.35,6200.18,0
Alexa,85.19,29.89,7022.58,0
Alexa,23.95,68.68,5066.24,1
HomePod,24.34,262.23,5016.05,0
HomePod,34.61,530.88,3521.52,1
HomePod,77.03,986.25,4235.23,1
Alexa,41.89,730.82,110.19,0
HomePod,62.68,829.35,2606.26,0
HomePod,84.48,809.62,4896.16,0
Alexa,71.25,596.58,2000.01,0
Alexa,35.33,700.85,6589.04,1
HomePod,86.32,113.29,2753.31,0
Alexa,10.56,603.85,3812.71,0
HomePod,36.26,689.57,3462.9,0
Alexa,28.13,808.38,7333.15,1
Alexa,20.98,529.84,5116.82,0
Alexa,50.12,814.27,3076.15,0
HomePod,72.17,707.08,6632.96,0
Alexa,78.53,794.91,7282.03,1
Alexa,16.08,461.23,770.29,1
HomePod,29.51,262.9,4362.81,1
Alexa,54.16,433.7,3704.95,1
HomePod,77.81,902.22,4262.6,1
Alexa,18.21,619.85,6275.14,1
HomePod,13.76,391.95,1641.53,0
HomePod,43.83,535.75,2970.88,0
HomePod,59.25,53.61,2791.09,0
HomePod,41.88,523.67,3660.79,0
HomePod,56.22,194.92,503.21,1
Alexa,10.22,649.1,3378.52,0
Alexa,43.71,961.34,7151.3,0
HomePod,77.15,125.56,7606.01,0
HomePod,68.48,819.21,7371.44,0
Alexa,36.22,888.11,4321.77,0
HomePod,21.43,185.24,4591.32,1
Alexa,56.46,137.06,6538.71,0
Alexa,73.35,421.64,4699.47,0
Alexa,47.09,762.89,1336.39,1
Alexa,84.49,119.34,2622.04,0
Alexa,16.07,671.72,7228.72,1
Alexa,16.6,285.61,3571.65,0
HomePod,74.14,746.96,6789.98,1
HomePod,76.15,302.97,801.22,0
Alexa,78.04,544.02,7478.09,0
Alexa,27.54,260.55,5052.32,0
Alexa,42.51,129.52,6420.4,0
Alexa,25.78,325.97,6232.9,0
Alexa,43.0,471.19,6502.59,0
Alexa,63.81,232.45,410.63,1
Alexa,29.83,61.58,6692.96,1
Alexa,77.73,85.33,1839.39,0
HomePod,73.39,745.51,2143.32,1
HomePod,25.38,571.46,1222.5,1
HomePod,86.33,55.56,7908.93,1
HomePod,39.45,884.98,7853.03,1
HomePod,57.58,151.89,760.65,1
HomePod,67.14,540.59,2985.17,0
HomePod,44.45,579.02,1204.56,1
HomePod,88.16,430.56,1605.34,0
Alexa,13.11,631.64,6340.14,0
Alexa,43.53,748.0,6675.6,0
Alexa,54.34,342.35,4425.19,0
Alexa,56.64,738.0,7046.97,1
Alexa,38.09,836.56,2978.35,1
HomePod,23.59,708.0,2916.38,0
HomePod,67.55,561.38,569.01,0
HomePod,64.25,569.66,2822.45,0
HomePod,17.44,477.38,4878.43,1
Alexa,85.28,767.39,3963.57,1
HomePod,56.98,255.96,1302.87,0
Alexa,11.73,951.0,3359.72,1
Alexa,42.08,635.26,535.22,1
Alexa,74.77,362.73,4544.27,1
Alexa,72.97,550.43,7994.26,0
Alexa,65.52,120.69,4533.9,1
Alexa,79.42,490.25,5233.13,0
HomePod,82.9,889.31,5493.24,0
HomePod,67.49,453.45,5599.67,1
HomePod,29.57,927.08,1971.89,0
Alexa,39.14,927.27,7076.99,1
HomePod,49.07,382.15,1746.09,1
Alexa,58.34,894.8,7215.52,0
HomePod,55.8,471.94,4290.35,0
Alexa,55.57,441.25,3673.12,0
Alexa,87.94,366.07,2335.76,1
Alexa,87.27,412.95,6952.89,1
Alexa,74.83,967.76,7544.82,0
Alexa,73.64,280.66,1078.49,1
HomePod,70.43,142.17,3720.33,0
Alexa,55.88,897.86,6282.15,0
HomePod,75.21,605.16,5615.75,0
HomePod,14.41,111.94,2059.11,1
HomePod,74.96,118.65,6138.69,1
HomePod,78.1,853.45,1861.58,1
HomePod,78.79,680.71,2700.75,0
Alexa,80.89,913.19,249.2,0
HomePod,33.08,163.34,3794.43,0
Alexa,62.55,895.29,3544.22,1
HomePod,73.54,233.67,3771.77,0
HomePod,11.23,177.79,5440.58,0
HomePod,52.38,905.82,4906.58,0
Alexa,52.01,218.95,5838.4,1
Alexa,83.59,597.44,6221.09,1
HomePod,16.58,239.21,4782.0,1
HomePod,17.38,607.58,4455.83,0
HomePod,83.71,99.43,7405.65,1
Alexa,85.65,588.7,444.24,0
Alexa,31.28,175.04,1870.43,1
Alexa,31.9,285.25,955.69,0
Alexa,80.08,498.83,3747.44,0
Alexa,18.73,338.34,4720.02,1
HomePod,46.96,470.23,3649.42,1
HomePod,68.62,319.69,5628.03,1
HomePod,67.36,728.61,2512.65,0
Alexa,26.38,375.99,7972.88,1
Alexa,23.08,780.04,1168.88,0
Alexa,72.77,394.32,6281.11,0
Alexa,52.46,654.84,7138.51,0
Alexa,14.74,493.46,3791.64,1
HomePod,28.81,105.02,6226.13,0
Alexa,89.73,120.5,5584.3,1
HomePod,62.0,510.71,6110.85,0
Alexa,59.13,362.38,5088.7,0
Alexa,60.92,625.3,2790.53,1
Alexa,66.73,599.26,1959.27,0
Alexa,53.3,778.77,4733.29,0
Alexa,77.2,41.65,6229.48,1
Alexa,50.12,728.64,6476.1,1
Alexa,24.44,592.8,5840.3,1
HomePod,80.24,916.54,4001.53,0
Alexa,82.06,283.82,3472.24,1
HomePod,51.26,423.41,5192.23,0
HomePod,88.76,174.85,4331.78,0
HomePod,72.97,396.53,5505.95,0
Alexa,57.06,484.7,1492.49,0
Alexa,85.28,158.99,673.78,1
HomePod,64.75,863.32,4110.68,1
Alexa,56.66,99.56,1710.43,0
Alexa,59.02,545.84,4269.88,0
HomePod,24.93,255.27,2899.69,1
Alexa,40.19,352.04,5443.2,1
Alexa,60.75,589.39,6108.14,0
HomePod,35.54,632.03,3516.59,1
Alexa,22.28,558.94,298.87,1
Alexa,87.05,787.8,3468.83,0
Alexa,50.15,591.11,6607.36,0
HomePod,28.13,590.37,1354.25,1
HomePod,13.7,755.6,7116.04,1
HomePod,85.55,341.29,2874.44,0
HomePod,65.83,428.12,3005.42,0
HomePod,74.79,409.62,6516.25,1
Alexa,82.92,132.08,4177.43,0
HomePod,57.15,287.07,6253.64,0
Alexa,32.01,647.52,3878.6,1
HomePod,87.08,363.08,7546.3,1
HomePod,21.65,26.84,828.75,0
Alexa,67.58,335.3,2746.74,1
HomePod,41.92,448.31,3129.85,0
Alexa,89.2,637.24,1493.61,1
HomePod,25.03,428.55,2775.66,0
Alexa,25.73,739.42,4090.3,0
Alexa,67.59,18.13,3229.34,0
Alexa,46.97,730.72,3965.66,0
HomePod,39.9,358.39,2215.22,1
HomePod,71.09,772.03,196.66,0
Alexa,47.74,970.9,3363.44,1
HomePod,84.67,478.3,5403.46,1
HomePod,72.84,945.61,6926.7,0
Alexa,70.04,596.73,1747.54,0
HomePod,40.93,487.87,1718.68,1
HomePod,23.22,60.66,3681.47,1
HomePod,45.96,155.22,4062.36,1
HomePod,79.66,354.47,5999.29,0
Alexa,75.8,960.27,3276.59,0
Alexa,39.51,579.89,3456.93,0
HomePod,10.24,104.39,7809.4,0
Alexa,45.2,367.35,1289.92,0
Alexa,47.11,845.48,2518.54,0
Alexa,15.97,181.17,181.51,1
Alexa,61.1,647.76,1637.43,1
HomePod,60.54,940.46,351.46,0
Alexa,32.35,276.77,848.65,1
Alexa,86.21,103.84,4945.06,1
HomePod,39.18,341.4,4852.64,0
Alexa,30.28,654.37,6871.34,1
HomePod,73.38,835.14,5201.93,0
HomePod,17.08,668.36,332.03,0
Alexa,10.32,31.93,6646.03,1
Alexa,81.98,107.86,5886.37,0
HomePod,44.46,627.21,6003.62,1
Alexa,38.97,656.17,1587.85,0
HomePod,14.29,821.15,1069.08,0
HomePod,54.95,676.38,4263.81,1
Alexa,58.22,85.03,6359.4,1
Alexa,83.57,263.08,5552.71,1
Alexa,50.16,44.05,5214.88,1
Alexa,12.45,501.37,5650.61,0
Alexa,84.97,997.97,1469.06,0
HomePod,69.72,135.16,2798.26,0
HomePod,71.31,131.86,1521.55,0
Alexa,69.26,902.57,2751.23,1
HomePod,72.17,27.84,5212.28,1
Alexa,80.04,224.44,2392.28,1
HomePod,89.97,839.66,5577.7,1
Alexa,47.25,486.98,4895.77,1
Alexa,12.68,376.56,2335.35,1
Alexa,86.16,523.38,4198.17,0
HomePod,17.23,71.44,595.15,1
HomePod,21.36,678.56,6790.38,1
HomePod,10.38,884.86,5799.88,1
Alexa,80.75,598.33,7151.22,1
HomePod,36.31,797.29,7010.78,0
Alexa,27.17,895.68,2882.09,0
Alexa,48.59,357.25,3786.15,0
HomePod,12.07,718.99,4749.74,1
Alexa,36.92,166.96,4304.32,1
HomePod,24.5,643.46,4638.44,0
HomePod,20.57,368.07,7139.57,0
HomePod,42.94,206.29,771.23,0
Alexa,23.27,916.9,7365.51,1
Alexa,83.14,235.25,6116.76,0
HomePod,43.24,198.0,4478.28,0
Alexa,37.93,391.39,1934.12,0
Alexa,71.07,41.29,1319.91,1
Alexa,87.17,154.6,7532.3,0
HomePod,11.85,942.72,7308.34,0
HomePod,63.98,59.05,4415.04,0
Alexa,28.21,284.91,3290.99,1
HomePod,64.56,735.29,7751.2,1
Alexa,30.98,146.01,756.56,1
HomePod,59.36,423.4,1541.66,1
Alexa,60.62,115.44,3221.87,0
Alexa,39.75,527.69,2894.16,0
Alexa,25.45,440.74,988.56,0
Alexa,47.08,652.47,7830.28,1
Alexa,42.27,122.04,2119.15,0
HomePod,51.37,999.36,1691.26,0
HomePod,30.68,62.54,5026.83,1
HomePod,38.43,136.2,7053.48,0
HomePod,28.3,950.58,5429.65,0
HomePod,64.33,98.71,3116.67,1
Alexa,36.62,249.8,7761.21,0
Alexa,73.14,118.61,7183.39,1
HomePod,28.39,338.51,2050.99,1
Alexa,56.19,703.71,5429.44,0
Alexa,67.58,361.74,3467.96,1
Alexa,55.0,586.68,7485.18,1
HomePod,60.31,904.46,5136.82,1
Alexa,68.67,995.22,4220.36,1
Alexa,25.31,979.09,3981.52,1
Alexa,56.84,769.72,7204.28,0
Alexa,39.38,376.46,6204.91,1
HomePod,15.74,399.3,2574.85,0
HomePod,73.34,63.61,2457.91,1
HomePod,77.74,525.83,5632.76,0
HomePod,23.64,407.71,5820.8,1
Alexa,60.13,149.72,967.86,1
Alexa,28.01,264.95,4265.51,1
Alexa,79.31,903.81,3727.43,0
HomePod,27.68,734.42,7773.48,0
Alexa,25.61,423.94,4990.99,0
Alexa,38.45,286.3,6654.05,0
HomePod,23.55,99.84,2754.57,1
HomePod,12.46,920.88,793.15,1
Alexa,50.39,86.33,1453.94,0
HomePod,61.05,474.69,277.12,1
Alexa,80.71,655.94,2630.39,1
HomePod,31.78,508.47,1165.67,0
Alexa,65.06,399.03,783.13,1
Alexa,60.94,725.29,4000.13,0
HomePod,10.31,207.06,7805.03,0
Alexa,29.1,368.39,4245.63,0
Alexa,86.13,247.4,4249.88,1
HomePod,42.82,718.06,5228.56,1
HomePod,78.39,129.2,4464.51,1
Alexa,52.16,578.63,2749.83,0
Alexa,10.64,421.09,3752.88,1
Alexa,15.15,600.27,6325.82,0
HomePod,57.71,789.67,7454.37,0
HomePod,24.33,379.14,6601.46,1
Alexa,20.94,444.14,3205.94,0
HomePod,45.48,988.23,4874.86,1
HomePod,58.42,894.11,5319.13,1
Alexa,24.92,946.69,5816.51,1
Alexa,19.16,766.0,767.34,0
Alexa,37.01,36.38,7534.51,0
Alexa,42.67,340.44,7744.52,1
HomePod,46.07,501.19,6953.95,0
HomePod,80.78,286.17,4107.56,1
HomePod,31.67,169.52,7268.07,1
HomePod,13.97,345.33,5707.73,0
Alexa,12.59,421.77,4784.94,1
Alexa,59.35,744.45,7502.86,1
Alexa,44.0,114.0,4990.51,0
HomePod,23.75,813.73,2794.26,1
Alexa,30.5,500.61,6297.64,0
Alexa,15.13,233.86,2371.64,1
HomePod,56.8,662.12,530.5,0
Alexa,57.42,518.1,7113.23,0
HomePod,44.69,254.69,5162.46,1
Alexa,71.79,296.8,2190.54,1
HomePod,88.93,479.04,7587.42,1
HomePod,75.07,429.49,6167.07,1
HomePod,24.17,24.59,7203.39,1
HomePod,80.56,200.58,6480.54,1
Alexa,78.52,257.01,1956.25,1
HomePod,29.28,532.52,4099.72,1
Alexa,46.88,787.18,5055.59,1
Alexa,67.95,882.37,3641.05,1
Alexa,43.71,421.72,5121.4,1
Alexa,41.11,382.34,6883.46,0
HomePod,59.7,601.7,5120.97,1
Alexa,58.75,728.28,2135.3,0
Alexa,69.98,651.21,4462.74,0
Alexa,45.39,13.72,1737.92,1
HomePod,63.47,828.05,4738.35,1
HomePod,57.51,697.31,5606.91,0
HomePod,77.01,59.09,3565.23,0
HomePod,47.84,173.73,2957.83,1
Alexa,87.13,963.21,6645.76,0
Alexa,62.25,586.36,1493.13,1
Alexa,56.51,553.51,4257.01,1
HomePod,17.36,297.46,2137.87,1
HomePod,22.16,471.62,6492.35,1
HomePod,63.82,717.13,223.18,1
HomePod,25.32,652.2,6878.39,1
Alexa,80.29,314.6,6467.17,1
HomePod,37.52,474.34,4138.75,1
HomePod,84.19,104.36,5272.24,0
Alexa,23.96,852.24,2868.96,0
Alexa,64.29,797.5,7549.08,0
Alexa,15.62,576.03,7102.1,0
HomePod,21.94,513.52,4693.95,1
HomePod,32.33,117.16,602.42,1
Alexa,19.64,112.48,6752.35,1
Alexa,33.24,167.39,6219.64,1
Alexa,13.4,269.86,817.15,0
HomePod,61.92,695.73,4151.09,1
HomePod,83.81,833.22,5766.99,0
Alexa,52.37,437.46,6688.48,1
Alexa,80.74,7.39,2778.18,1
Alexa,36.49,439.49,4351.88,0
Alexa,52.37,997.99,6877.26,0
HomePod,76.5,668.95,7716.59,1
HomePod,74.28,640.02,3815.89,0
Alexa,85.38,331.66,3550.82,1
HomePod,53.52,815.1,7477.12,1
HomePod,69.85,543.52,7693.3,1
Alexa,37.44,753.55,3790.66,1
Alexa,69.35,899.81,6781.72,0
Alexa,57.92,997.27,6465.08,1
Alexa,25.52,137.39,5659.67,1
Alexa,15.27,583.86,4480.32,0
HomePod,39.48,778.43,4989.44,1
Alexa,42.05,980.3,5068.75,0
Alexa,21.94,235.72,4016.04,1
Alexa,77.68,725.07,1969.5,0
Alexa,89.15,907.29,377.64,0
HomePod,16.27,585.94,7357.52,1
Alexa,84.35,37.33,6277.03,1
Alexa,59.58,675.72,867.18,1
HomePod,76.82,180.11,3501.45,1
HomePod,74.95,365.75,6765.15,0
HomePod,89.58,578.7,1017.73,1
HomePod,21.24,330.71,536.93,0
Alexa,15.25,550.37,2317.41,0
HomePod,24.57,960.84,989.36,1
HomePod,26.85,284.06,6433.22,1
Alexa,50.78,710.46,6706.04,1
Alexa,68.5,19.92,6323.29,1
Alexa,71.8,599.66,7519.76,1
Alexa,12.89,764.3,5966.36,1
HomePod,17.39,861.48,6666.91,1
HomePod,24.45,236.63,1632.8,1
Alexa,17.92,122.6,7454.82,0
HomePod,33.94,724.76,5701.68,1
HomePod,18.13,415.15,4918.36,0
HomePod,79.17,610.53,3984.23,0
Alexa,36.56,56.83,1041.72,0
HomePod,30.95,568.0,3943.8,1
HomePod,12.03,772.12,3583.52,1
HomePod,36.16,670.0,2762.16,0
Alexa,88.18,447.01,1506.52,0
HomePod,81.63,115.64,3455.04,0
HomePod,55.87,494.57,7757.89,1
Alexa,79.46,447.89,1193.11,1
HomePod,80.1,167.24,747.75,1
HomePod,40.82,194.18,1785.04,0
HomePod,83.69,916.54,5502.44,0
HomePod,50.68,302.12,1843.35,1
Alexa,87.92,313.07,2216.63,0
Alexa,81.96,355.96,4638.87,1
Alexa,31.34,938.93,760.56,0
Alexa,31.04,860.66,6004.92,0
HomePod,33.8,901.08,4129.91,0
Alexa,25.5,761.01,2861.08,1
HomePod,53.06,185.79,3736.57,0
HomePod,22.42,243.86,4169.81,0
HomePod,26.06,303.59,6741.51,0
HomePod,88.84,878.02,3863.2,1
HomePod,12.34,67.46,994.82,0
Alexa,57.37,462.36,6218.38,0
HomePod,19.94,161.91,6334.71,1
HomePod,25.45,625.53,5247.63,1
HomePod,31.43,229.88,6241.43,0
Alexa,42.85,241.67,3081.4,0
HomePod,52.52,855.51,3568.33,1
HomePod,44.78,419.64,2407.61,0
Alexa,70.36,74.39,6935.96,0
HomePod,22.82,237.83,4151.44,1
Alexa,22.59,553.2,1529.66,0
Alexa,62.35,907.37,7347.7,1
Alexa,59.09,250.18,6068.92,1
HomePod,84.48,160.75,7618.35,0
HomePod,18.6,471.08,5901.92,0
Alexa,85.25,686.83,996.43,0
Alexa,19.09,764.95,1906.01,1
HomePod,12.66,205.47,2577.25,0
Alexa,19.92,968.28,2962.41,0
Alexa,44.72,708.09,7705.94,0
HomePod,20.13,501.8,4205.29,1
HomePod,80.55,19.3,1258.06,0
Alexa,32.41,980.65,3115.51,1
Alexa,50.47,790.27,1903.85,1
Alexa,41.63,723.8,6198.96,1
HomePod,57.6,503.49,2917.72,1
Alexa,67.1,916.66,6047.51,1
Alexa,61.54,33.8,1786.04,0
Alexa,60.37,481.7,2387.3,1
HomePod,55.42,827.79,7796.52,1
Alexa,71.65,627.29,4131.36,1
Alexa,45.38,765.58,5140.16,0
HomePod,74.91,397.52,2366.51,1
Alexa,73.34,511.89,5488.94,0
Alexa,76.84,115.67,1356.33,0
HomePod,56.72,346.43,3851.82,1
Alexa,72.18,837.57,426.65,0
Alexa,69.43,432.73,4537.66,0
Alexa,31.03,782.08,4483.19,0
Alexa,12.18,577.57,354.81,1
Alexa,11.5,120.59,105.22,0
Alexa,73.75,592.53,2132.42,1
HomePod,52.41,842.65,1331.53,1
HomePod,30.93,207.56,7004.15,0
HomePod,86.78,464.89,6541.64,1
Alexa,10.7,658.89,4075.66,0
Alexa,42.02,132.11,5250.95,1
HomePod,81.09,222.87,4235.06,0
HomePod,66.04,513.22,1282.2,1
HomePod,42.98,844.64,1684.78,1
HomePod,13.65,260.51,2267.96,1
HomePod,64.0,673.87,5883.23,1
HomePod,18.9,743.58,5464.85,0
HomePod,11.08,784.75,2405.02,0
HomePod,76.58,800.21,6996.08,1
Alexa,71.41,119.27,385.18,0
HomePod,12.14,410.61,3836.48,0
Alexa,27.79,400.5,5998.16,0
HomePod,64.67,476.04,3637.85,1
HomePod,41.84,278.48,1086.84,1
Alexa,30.21,122.06,4938.32,1
Alexa,50.89,492.7,3474.83,0
HomePod,63.69,726.74,4988.01,0
HomePod,88.4,801.77,1151.44,1
Alexa,36.83,822.53,2303.53,1
Alexa,64.87,547.53,752.43,0
HomePod,44.67,329.68,5337.03,1
HomePod,52.76,22.24,7024.88,1
Alexa,31.53,853.26,783.02,1
HomePod,74.97,674.01,3320.45,1
Alexa,17.35,826.67,1036.1,0
HomePod,61.3,988.78,424.85,0
Alexa,84.39,693.53,517.29,0
Alexa,27.26,226.64,709.79,1
Alexa,66.31,469.57,5445.39,1
HomePod,12.23,270.64,6014.08,1
HomePod,11.21,265.42,2887.74,0
Alexa,88.19,221.29,4061.11,1
Alexa,88.42,5.59,6093.04,1
Alexa,41.76,529.32,358.17,1
HomePod,45.61,506.65,2130.21,0
HomePod,78.37,528.92,6621.78,1
Alexa,20.65,562.29,1950.43,1
HomePod,46.22,991.86,3644.81,1
Alexa,72.56,862.86,5448.99,1
Alexa,43.09,736.82,1002.17,0
Alexa,44.73,320.88,875.87,0
Alexa,14.26,312.55,3080.63,1
HomePod,62.82,932.43,5303.71,1
Alexa,42.1,895.31,4483.1,0
Alexa,62.07,809.61,7068.23,0
HomePod,44.54,131.06,2250.25,0
HomePod,31.01,947.83,3104.02,1
HomePod,32.45,728.46,5553.95,0
Alexa,33.82,885.05,762.72,1
Alexa,66.78,966.65,2467.95,1
Alexa,20.07,824.76,1126.48,1
HomePod,82.78,499.14,3956.8,0
HomePod,55.28,757.54,3997.07,1
Alexa,42.7,932.57,6095.76,0
Alexa,55.25,861.54,6217.88,1
Alexa,89.54,205.24,7883.17,1
HomePod,72.78,423.19,3631.58,0
HomePod,13.81,383.97,4289.72,0
Alexa,57.0,183.53,4210.42,0
HomePod,45.98,855.42,7008.68,0
Alexa,22.24,76.12,251.03,1
HomePod,87.79,977.15,2330.87,0
HomePod,43.95,778.72,2793.27,0
HomePod,85.7,330.52,312.6,1
Alexa,17.52,758.48,7255.9,0
Alexa,47.12,81.78,7529.88,0
Alexa,25.81,329.25,202.61,1
HomePod,35.83,141.94,3496.26,1
Alexa,23.45,429.52,4385.16,1
Alexa,30.1,601.99,2653.43,0
HomePod,33.35,841.76,4743.86,0
HomePod,48.69,572.27,7705.44,1
HomePod,15.1,640.38,678.97,0
HomePod,84.34,418.82,7812.98,0
HomePod,28.79,344.11,1761.41,0
Alexa,87.37,158.59,3908.33,0
HomePod,51.27,740.42,2435.99,1
HomePod,27.76,234.87,656.73,1
HomePod,88.3,325.01,7597.64,0
HomePod,33.49,219.37,3129.77,1
HomePod,34.88,845.54,3134.25,0
HomePod,49.66,582.07,1127.42,1
Alexa,65.88,342.08,6796.99,0
Alexa,51.54,511.41,6330.91,1
Alexa,23.94,85.76,6751.72,0
HomePod,61.01,654.86,7295.63,1
HomePod,46.86,776.91,2072.77,0
Alexa,82.18,647.04,1271.06,0
HomePod,81.53,519.9,6570.75,1
HomePod,81.37,106.46,7770.2,0
Alexa,57.67,23.66,1127.8,1
Alexa,56.57,24.09,2896.3,1
HomePod,78.28,136.21,6139.14,0
HomePod,65.32,203.68,7717.7,0
Alexa,44.91,60.07,1409.59,0
Alexa,16.11,986.62,2999.25,1
Alexa,31.17,948.66,3889.7,0
Alexa,62.45,971.11,1558.38,0
Alexa,49.0,611.23,3391.84,0
Alexa,17.58,996.87,7300.78,1
HomePod,22.81,921.05,6968.81,0
HomePod,89.24,117.69,2077.64,0
Alexa,48.66,517.98,2770.74,1
Alexa,84.83,680.89,981.75,0
Alexa,63.89,666.56,984.57,0
HomePod,79.99,132.27,4429.81,1
HomePod,42.48,813.7,4924.57,1
Alexa,47.69,436.38,4757.27,1
Alexa,33.54,703.43,7533.27,1
Alexa,70.43,61.85,1551.39,1
HomePod,39.08,340.64,3854.74,0
Alexa,22.07,265.21,3986.15,1
HomePod,75.7,690.36,1862.37,1
HomePod,63.96,419.08,1698.46,1
HomePod,39.08,604.29,6414.02,0
Alexa,86.75,271.36,6116.37,0
Alexa,43.84,606.55,7598.86,1
Alexa,85.19,368.19,4179.49,1
Alexa,70.64,257.63,7184.03,1
HomePod,54.98,216.5,5512.32,1
HomePod,31.91,979.03,3239.94,0
HomePod,57.32,222.86,3070.35,1
Alexa,84.45,339.79,5589.62,1
Alexa,63.85,749.83,7732.8,0
Alexa,18.92,530.69,244.09,0
Alexa,10.85,28.45,7064.88,0
Alexa,27.05,700.12,6066.66,1
Alexa,12.85,656.52,7062.82,1
HomePod,88.96,710.99,3560.52,0
Alexa,19.23,11.87,7312.29,0
Alexa,36.88,664.02,7034.23,0
Alexa,36.74,638.2,3577.05,0
Alexa,34.4,60.08,4342.02,1
Alexa,20.96,310.73,884.69,1
HomePod,20.53,893.61,4087.42,1
Alexa,22.7,315.67,6475.33,1
HomePod,79.0,893.1,4972.73,1
Alexa,65.29,292.42,5700.44,1
HomePod,75.7,202.87,3849.47,1
Alexa,78.85,10.66,1274.29,1
Alexa,74.67,291.77,6714.74,0
Alexa,85.41,603.8,5367.15,0
Alexa,35.96,943.75,6002.37,0
Alexa,28.42,482.59,7313.86,1
HomePod,37.63,981.53,7955.72,1
Alexa,36.35,762.73,7244.26,1
HomePod,68.48,961.18,7160.65,1
HomePod,34.32,596.76,4800.39,0
HomePod,59.31,810.69,4262.86,0
HomePod,42.03,253.7,3124.54,0
Alexa,37.63,84.95,2820.09,1
Alexa,83.56,747.41,3216.54,1
HomePod,61.13,501.37,2430.74,1
Alexa,30.21,336.39,6086.7,1
Alexa,58.09,996.96,1867.03,1
Alexa,54.84,666.75,5454.69,0
Alexa,88.03,647.51,7473.63,0
HomePod,54.01,441.81,6778.73,1
Alexa,63.36,655.08,3642.55,1
Alexa,19.38,691.01,5689.36,1
Alexa,11.51,798.85,1183.0,1
HomePod,41.67,443.6,7963.24,1
Alexa,25.53,914.56,7400.98,0
Alexa,35.0,115.39,6202.25,0
Alexa,56.58,116.59,4755.06,0
HomePod,26.69,925.46,6897.36,0
Alexa,36.36,410.0,1906.49,0
Alexa,54.16,820.42,504.72,0
HomePod,65.22,419.94,5206.44,1
HomePod,33.97,739.66,1387.67,0
HomePod,74.36,541.9,7530.88,1
HomePod,11.33,746.96,4968.74,1
HomePod,76.05,654.81,2479.03,1
Alexa,63.96,456.98,3029.8,1
HomePod,50.33,240.78,6320.81,0
Alexa,28.82,460.69,7322.64,0
HomePod,19.92,223.69,5350.76,1
Alexa,23.23,566.58,7301.93,1
HomePod,64.74,701.31,7133.67,0
Alexa,62.1,778.94,922.76,0
HomePod,20.5,329.16,5479.61,0
HomePod,14.7,401.74,685.53,0
HomePod,30.19,300.37,3014.34,1
Alexa,40.3,485.92,3771.35,1
HomePod,42.59,530.35,7033.63,1
HomePod,27.4,958.53,864.29,0
HomePod,30.07,102.86,6582.97,1
Alexa,71.1,432.82,575.52,1
Alexa,66.1,327.34,4168.94,0
Alexa,82.38,761.64,4569.91,0
HomePod,41.04,620.02,5970.15,1
Alexa,38.21,266.94,1841.83,1
HomePod,48.49,410.71,2450.39,1
Alexa,51.34,417.45,1203.16,1
Alexa,31.13,533.47,1265.35,1
HomePod,55.36,128.72,4077.18,1
HomePod,76.3,609.31,2077.16,1
HomePod,83.56,571.72,948.55,1
Alexa,71.22,920.34,4787.76,0
HomePod,80.53,768.97,1879.57,1
HomePod,27.95,113.56,2005.72,1
Alexa,82.28,542.28,7944.56,0
HomePod,49.79,338.35,7439.01,0
